id                                    , pId                                , name                                                                        , isParent, flag, open , checked
8a8b2ca054ef4e4e0154f0c515eb0002      , fce8a6a12bed2b25217e57c80f17d36b   , 中债-进出口行债券总指数                                                     , false   ,    1, false, False
8a8b2cef6b90dedb016b91a8684a0006      , cef689d1888db98e4bf5bf09cdea2a50   , 中债-0-3年长三角地方政府债指数                                              , false   ,    1, false, False
2c9081e50e8767dc010e87a4bdd20041      , 83a6de769da842728bebdd397595ee51   , 中债-交易所国债指数                                                         , false   ,    1, false, False
2c9081e50e8767dc010e879acb220021      , 3d22add59b29e70bf1ff34f2e2e757c8   , 中债-国债总指数                                                             , false   ,    1, false, False
2c9081e50e8767dc010e87ad08140068      , e3cca5f0924fc65ece8f8d2c74cf97f5   , 中债-固定利率金融债指数                                                     , false   ,    1, false, False
3b9c19a3dd638fd2672c0728fce892a0_dzc  , 67bbc3a5b9af-4b85-b1d6-096a962a807d, 中债-黄金保值债券风险平价指数                                               , false   ,    1, false, False
8a8b2cef73bbb4c60173bc59a0c90006      , 9e024a8a04c88094e46b6a4cfb1abb14   , 中债-煤炭行业信用债指数                                                     , false   ,    1, false, False
8a8b2cef6e1ee681016e20e4245705a6      , 1c0d88f431bad357232deeb20e08d28f   , 中债-工行3-5年信用债指数                                                    , false   ,    1, false, False
8a8b2cef6e19c025016e1bc012e001f3      , cef689d1888db98e4bf5bf09cdea2a50   , 中债-0-5年长三角地方政府债指数                                              , false   ,    1, false, False
8a8b2cef7823857e01782469e9210080      , f47f1ac9b6385ba44daea6493ddf833c   , 中债-碳中和绿色债券指数                                                     , false   ,    1, false, False
8a8b2ca04bf69582014c10b60f376c77      , df8adccb4bb98ce366dd1d240677ef57   , 中债-3-5年期国债指数                                                        , false   ,    1, false, False
33b0248b4ad13542a5e9e6f31eee148e      , ee18df0b32a1c633541f9183f2d11cac   , 中债-短债AAA指数                                                            , false   ,    1, false, False
GB00BGFQ2759_hbzs                     , 44371826a61c63cc9f3647608d7511c8   , iBoxx ChinaBond Government & Policy Banks Bond Index (EU EOD) (EUR Hedged)  , false   ,    0, false, False
8a8b2c836775df980167784a77520d4b      , 7f3f99da544243d4ee201d6b109603fb   , 中债-市场隐含评级AA+信用债指数                                              , false   ,    1, false, False
2e8da3759b4f83e0f0752147738f7fc9      , fce8a6a12bed2b25217e57c80f17d36b   , 中债-进出口行新发关键期限债券指数                                           , false   ,    1, false, False
8a8b2cef7422b3f30174234f30fd0005      , 646f43a68bb3d4b75f35df316b8f6bcf   , 中债-信用债价值因子权重调整策略指数                                         , false   ,    1, false, False
2bdda0eb4cac30c07217f95a25a7a85f_dzc  , 67bbc3a5b9af-4b85-b1d6-096a962a807d, 中债-浦发银行绿色低碳股债优选指数                                           , false   ,    1, false, False
GB00BGFQ2973_hbzs                     , 44371826a61c63cc9f3647608d7511c8   , iBoxx ChinaBond Government & Policy Banks Bond Index (EU EOD) (EUR Unhedged), false   ,    0, false, False
91a9f1103654bc449cf0db6d7aa39325      , 83a6de769da842728bebdd397595ee51   , 中债-交易所短债AAA指数                                                      , false   ,    1, false, False
8a8b2cef73c0db220173c140495c0058      , 9e024a8a04c88094e46b6a4cfb1abb14   , 中债-钢铁行业信用债指数                                                     , false   ,    1, false, False
2c9081e50e8767dc010e87b3b1d60070      , e3cca5f0924fc65ece8f8d2c74cf97f5   , 中债-浮动利率金融债指数                                                     , false   ,    1, false, False
8a8b2cef6ab893c2016aba4c8ee7009f      , 7f3f99da544243d4ee201d6b109603fb   , 中债-市场隐含评级AA信用债指数                                               , false   ,    1, false, False
8a8b2ca047bd1dfe0147d317b62e2158      , 646f43a68bb3d4b75f35df316b8f6bcf   , 中债-中国高等级债券指数                                                     , false   ,    1, false, False
8a8b2ca0447ffe14014486b77f2a0002      , 3d22add59b29e70bf1ff34f2e2e757c8   , 中债-地方政府债指数                                                         , false   ,    1, false, False
8a8b2ca03d393e7c013d39c667963351      , ee18df0b32a1c633541f9183f2d11cac   , 中债-高信用等级中期票据指数                                                 , false   ,    1, false, False
8a8b2ca03a3feea1013a44b98fc533f5      , df8adccb4bb98ce366dd1d240677ef57   , 中债-5年期国债指数                                                          , false   ,    1, false, False
8a8b2c8f5bea4d1b015bebe640530038      , fce8a6a12bed2b25217e57c80f17d36b   , 中债-中国铁路债券指数                                                       , false   ,    1, false, False
8a8b2c8364aa0bb20164abfd957f000f      , cef689d1888db98e4bf5bf09cdea2a50   , 中债-长三角绿色债券指数                                                     , false   ,    1, false, False
562d8e2d9d331c99a7a9f9fefded6907      , f47f1ac9b6385ba44daea6493ddf833c   , 中债-中高等级绿色金融债券指数                                               , false   ,    1, false, False
31d4a4934ca82e11892f6bbb9be0ea04      , 1c0d88f431bad357232deeb20e08d28f   , 中债-工行绿色债券指数                                                       , false   ,    1, false, False
8a8b2c83649fbee90164a24dbbc00013      , cef689d1888db98e4bf5bf09cdea2a50   , 中债-长三角公司信用类债券指数                                               , false   ,    1, false, False
8a8b2ca04b1e4a5b014b2a23197c72c5      , 646f43a68bb3d4b75f35df316b8f6bcf   , 中债-关键期限国债指数                                                       , false   ,    1, false, False
8a8b2cef734f8f3701735061131b014a      , 7f3f99da544243d4ee201d6b109603fb   , 中债-市场隐含评级AA+及以上信用债指数                                        , false   ,    1, false, False
